Height,Weight
68.72,126.02
69.5,126.02
64.62,126.03
66.28,126.03
67.23,126.03
67.31,126.03
67.51,126.03
68.75,126.03
69.21,126.03
70.8,126.03
64.25,126.04
66.67,126.04
66.95,126.04
67.09,126.04
67.5,126.04
67.58,126.04
68.06,126.04
68.16,126.04
68.64,126.04
69.34,126.04
69.41,126.04
70.25,126.04
70.81,126.04
65.99,126.05
67.08,126.05
68.11,126.05
69.45,126.05
69.6,126.05
64.25,126.06
65.92,126.06
66.79,126.06
67.67,126.06
68.38,126.06
69.25,126.06
69.3,126.06
69.68,126.06
70.4,126.06
67.08,126.07
67.18,126.07
67.33,126.07
69.75,126.07
69.76,126.07
66.32,126.08
66.78,126.08
68.18,126.08
68.75,126.08
70.93,126.08
67.35,126.09
67.66,126.09
68.78,126.09
68.84,126.09
69.03,126.09
70.39,126.09
64.73,126.1
67.33,126.1
67.43,126.1
67.43,126.1
69.21,126.1
69.49,126.1
70.36,126.1
65.9,126.11
66.63,126.11
67.09,126.11
68.16,126.11
65.96,126.12
66.14,126.12
67.13,126.12
69.04,126.12
70.05,126.12
67.27,126.13
68.66,126.13
68.7,126.13
68.75,126.13
69.55,126.13
70.47,126.13
64.79,126.14
67.82,126.14
68.68,126.14
68.95,126.14
69.21,126.14
69.34,126.14
69.75,126.14
65.03,126.15
66.09,126.15
66.58,126.15
67.01,126.15
67.07,126.15
67.12,126.15
67.65,126.15
67.9,126.15
67.95,126.15
68.34,126.15
69.02,126.15
69.09,126.15
69.87,126.15
65.81,126.16
68.21,126.16
69.09,126.16
67.61,126.17
69.87,126.17
71.28,126.17
64.37,126.18
65.08,126.18
65.38,126.18
68.06,126.18
68.06,126.18
68.35,126.18
68.9,126.18
69.34,126.18
69.42,126.18
69.48,126.18
70.98,126.18
71.04,126.18
71.26,126.18
66.39,126.19
66.69,126.19
67.53,126.19
67.6,126.19
67.84,126.19
68.37,126.19
68.4,126.19
68.63,126.19
69.21,126.19
69.26,126.19
65.3,126.2
66.51,126.2
68.05,126.2
69.95,126.2
70.55,126.2
66.84,126.21
67.14,126.21
67.21,126.21
67.31,126.21
67.94,126.21
68.01,126.21
68.12,126.21
68.65,126.21
69.04,126.21
69.17,126.21
69.4,126.21
72.01,126.21
66.12,126.22
66.25,126.22
66.48,126.22
67.51,126.22
68.34,126.22
68.4,126.22
68.74,126.22
68.74,126.22
68.93,126.22
69.27,126.22
69.35,126.22
70.1,126.22
70.11,126.22
70.64,126.22
66.94,126.23
67.25,126.23
67.36,126.23
68.16,126.23
69.59,126.23
70.17,126.23
70.22,126.23
64.51,126.24
67.63,126.24
67.66,126.24
64.13,126.25
66.23,126.25
66.52,126.25
66.53,126.25
68.16,126.25
69.23,126.25
66.35,126.26
66.62,126.26
67.63,126.26
68,126.26
68.38,126.26
68.6,126.26
68.64,126.26
68.88,126.26
69.52,126.26
69.81,126.26
69.96,126.26
65.39,126.27
66.19,126.27
66.58,126.27
67.36,126.27
67.52,126.27
67.54,126.27
67.94,126.27
67.98,126.27
68.36,126.27
68.67,126.27
69.24,126.27
69.38,126.27
69.74,126.27
70.55,126.27
66.33,126.28
66.37,126.28
66.6,126.28
67.33,126.28
67.51,126.28
67.83,126.28
69.1,126.28
69.24,126.28
69.58,126.28
70.07,126.28
65.86,126.29
66.39,126.29
66.43,126.29
66.73,126.29
67.24,126.29
67.96,126.29
68.42,126.29
68.43,126.29
69.44,126.29
69.46,126.29
69.57,126.29
66.4,126.3
67.58,126.3
68.1,126.3
68.38,126.3
69.69,126.3
64.3,126.31
66.04,126.31
66.7,126.31
67.35,126.31
67.51,126.31
67.59,126.31
68.02,126.31
69.11,126.31
69.97,126.31
70.55,126.31
64.91,126.32
67.16,126.32
68.09,126.32
68.17,126.32
68.24,126.32
68.83,126.32
69,126.32
69.95,126.32
65.64,126.33
65.67,126.33
65.73,126.33
67.33,126.33
67.75,126.33
69.14,126.33
69.15,126.33
71.03,126.33
65.86,126.34
67.12,126.34
67.84,126.34
68.13,126.34
68.61,126.34
68.88,126.34
70.57,126.34
70.8,126.34
70.9,126.34
64.32,126.35
64.75,126.35
65.82,126.35
66.25,126.35
67.13,126.35
67.92,126.35
67.93,126.35
68.31,126.35
68.6,126.35
68.63,126.35
69.7,126.35
69.71,126.35
69.73,126.35
70.05,126.35
64.16,126.36
65.3,126.36
65.96,126.36
66.82,126.36
66.96,126.36
67.13,126.36
67.32,126.36
68.03,126.36
68.21,126.36
68.71,126.36
68.75,126.36
70.77,126.36
63.44,126.37
66.39,126.37
66.66,126.37
67.11,126.37
67.53,126.37
69.05,126.37
69.05,126.37
70.31,126.37
65.58,126.38
66.34,126.38
68.04,126.38
68.4,126.38
68.5,126.38
69.01,126.38
69.11,126.38
69.57,126.38
64.62,126.39
64.87,126.39
65.14,126.39
65.73,126.39
65.94,126.39
66.11,126.39
67.06,126.39
67.4,126.39
67.71,126.39
68.04,126.39
68.47,126.39
68.89,126.39
69.9,126.39
67.07,126.4
67.22,126.4
67.46,126.4
68.72,126.4
68.75,126.4
69.77,126.4
66.3,126.41
66.48,126.41
67.21,126.41
67.65,126.41
67.76,126.41
68.25,126.41
68.29,126.41
71.41,126.41
65.94,126.42
66.44,126.42
67.25,126.42
67.31,126.42
67.75,126.42
68.1,126.42
68.18,126.42
69.02,126.42
70.06,126.42
66.7,126.43
66.96,126.43
67.17,126.43
67.19,126.43
67.35,126.43
67.48,126.43
68.05,126.43
68.99,126.43
69.21,126.43
64.66,126.44
65.77,126.44
66.01,126.44
66.21,126.44
67.35,126.44
67.55,126.44
69.5,126.44
66.88,126.45
67.41,126.45
67.43,126.45
67.7,126.45
68.53,126.45
68.92,126.45
70.26,126.45
72.32,126.45
65.11,126.46
65.87,126.46
65.95,126.46
67.54,126.46
67.99,126.46
68.6,126.46
68.71,126.46
68.93,126.46
69.38,126.46
70.03,126.46
70.48,126.46
66.68,126.47
67.87,126.47
68.52,126.47
68.66,126.47
69.11,126.47
69.32,126.47
69.6,126.47
71.54,126.47
63.92,126.48
65.2,126.48
65.52,126.48
66.31,126.48
66.86,126.48
68.27,126.48
68.66,126.48
68.81,126.48
70.84,126.48
66.43,126.49
67,126.49
67.2,126.49
67.82,126.49
68.22,126.49
68.55,126.49
68.81,126.49
68.83,126.49
69.67,126.49
70.21,126.49
71.11,126.49
71.37,126.49
66.52,126.5
67.14,126.5
67.36,126.5
67.54,126.5
68.46,126.5
68.83,126.5
69.31,126.5
69.74,126.5
70.49,126.5
66.32,126.51
68.35,126.51
69.32,126.51
69.4,126.51
69.73,126.51
69.99,126.51
70.23,126.51
66.27,126.52
67.13,126.52
68.13,126.52
68.13,126.52
68.17,126.52
68.22,126.52
68.77,126.52
69.07,126.52
69.73,126.52
71.12,126.52
65.29,126.53
65.51,126.53
66,126.53
66.02,126.53
66.02,126.53
66.03,126.53
66.89,126.53
67.17,126.53
67.52,126.53
67.81,126.53
67.89,126.53
69.1,126.53
69.78,126.53
70.26,126.53
65.32,126.54
65.68,126.54
66.33,126.54
66.34,126.54
67.16,126.54
67.2,126.54
68.33,126.54
68.6,126.54
69.39,126.54
67.14,126.55
67.77,126.55
68.05,126.55
68.21,126.55
68.58,126.55
68.71,126.55
68.87,126.55
70.2,126.55
71.24,126.55
67.21,126.56
68.13,126.56
68.26,126.56
68.65,126.56
68.67,126.56
68.87,126.56
69.31,126.56
66.44,126.57
67.96,126.57
68.04,126.57
68.09,126.57
68.56,126.57
68.65,126.57
68.82,126.57
69.07,126.57
69.39,126.57
69.71,126.57
71.69,126.57
64.99,126.58
67.99,126.58
68,126.58
68.24,126.58
68.48,126.58
68.64,126.58
69.04,126.58
70.38,126.58
70.87,126.58
64.66,126.59
67.95,126.59
68.62,126.59
69.22,126.59
69.57,126.59
69.65,126.59
69.67,126.59
64.78,126.6
66.51,126.6
67.56,126.6
68.15,126.6
68.18,126.6
69.54,126.6
65.38,126.61
66.49,126.61
66.91,126.61
67.53,126.61
67.66,126.61
68.12,126.61
68.44,126.61
68.58,126.61
69.75,126.61
69.88,126.61
65.77,126.62
67.91,126.62
69.17,126.62
69.64,126.62
72.08,126.62
65.16,126.63
66.91,126.63
66.99,126.63
67.13,126.63
67.17,126.63
67.26,126.63
67.56,126.63
67.57,126.63
69.77,126.63
69.8,126.63
65.2,126.64
66.2,126.64
66.4,126.64
67.13,126.64
67.36,126.64
67.42,126.64
67.47,126.64
67.66,126.64
68.19,126.64
69.15,126.64
69.21,126.64
70.3,126.64
65.82,126.65
66.18,126.65
66.4,126.65
66.73,126.65
66.9,126.65
66.94,126.65
67.27,126.65
67.33,126.65
67.35,126.65
67.51,126.65
67.54,126.65
67.63,126.65
68.13,126.65
68.18,126.65
68.25,126.65
69.5,126.65
69.96,126.65
70.32,126.65
70.42,126.65
70.67,126.65
71.51,126.65
65.41,126.66
65.96,126.66
66.2,126.66
67.75,126.66
68.55,126.66
68.64,126.66
68.66,126.66
68.8,126.66
69.53,126.66
70.01,126.66
66.02,126.67
66.44,126.67
67.18,126.67
67.3,126.67
68.2,126.67
68.9,126.67
69.12,126.67
65.94,126.68
66.6,126.68
68.43,126.68
68.82,126.68
69.04,126.68
70.56,126.68
65.04,126.69
66.3,126.69
66.91,126.69
68.99,126.69
69.27,126.69
65.41,126.7
65.63,126.7
67.18,126.7
68.25,126.7
68.4,126.7
68.96,126.7
69.04,126.7
69.08,126.7
65.59,126.71
66.93,126.71
67.31,126.71
67.77,126.71
68.23,126.71
68.34,126.71
68.99,126.71
69.43,126.71
66.28,126.72
67.57,126.72
67.61,126.72
68.43,126.72
68.44,126.72
68.48,126.72
68.53,126.72
68.65,126.72
68.72,126.72
69.47,126.72
65.97,126.73
66.27,126.73
66.97,126.73
67.06,126.73
67.26,126.73
67.28,126.73
67.3,126.73
67.97,126.73
69.45,126.73
65.4,126.74
66.4,126.74
66.71,126.74
67.64,126.74
67.95,126.74
68.11,126.74
68.47,126.74
68.47,126.74
68.48,126.74
69.05,126.74
69.5,126.74
64.37,126.75
66.47,126.75
67.45,126.75
67.65,126.75
69.61,126.75
69.84,126.75
70.31,126.75
65.77,126.76
66.47,126.76
66.88,126.76
67.31,126.76
67.38,126.76
67.55,126.76
67.68,126.76
67.69,126.76
67.78,126.76
67.89,126.76
68.48,126.76
68.75,126.76
69.47,126.76
69.61,126.76
69.76,126.76
70.21,126.76
64.73,126.77
65.18,126.77
65.97,126.77
66.3,126.77
66.55,126.77
66.75,126.77
68.17,126.77
68.28,126.77
68.33,126.77
68.66,126.77
69.4,126.77
69.51,126.77
69.86,126.77
65.58,126.78
67.05,126.78
67.63,126.78
67.91,126.78
67.93,126.78
68.21,126.78
68.78,126.78
68.81,126.78
68.94,126.78
64.81,126.79
65.7,126.79
66.32,126.79
66.42,126.79
67.02,126.79
68.29,126.79
68.65,126.79
69.11,126.79
69.19,126.79
69.31,126.79
69.71,126.79
71.06,126.79
63.09,126.8
66.31,126.8
68.09,126.8
68.12,126.8
68.6,126.8
68.63,126.8
69,126.8
69.48,126.8
69.52,126.8
62.75,126.81
64.5,126.81
66.32,126.81
66.49,126.81
68.12,126.81
68.3,126.81
68.43,126.81
68.62,126.81
65.29,126.82
66.08,126.82
67.36,126.82
67.42,126.82
67.44,126.82
67.58,126.82
68.09,126.82
68.74,126.82
68.91,126.82
69.52,126.82
70.99,126.82
71.08,126.82
62.5,126.83
65.73,126.83
66.56,126.83
67.25,126.83
68.11,126.83
68.82,126.83
66.59,126.84
67.18,126.84
68.73,126.84
69.79,126.84
70.47,126.84
70.55,126.84
71.47,126.84
64.51,126.85
66.75,126.85
67.06,126.85
67.24,126.85
67.31,126.85
68.37,126.85
68.43,126.85
68.47,126.85
68.73,126.85
69.25,126.85
69.28,126.85
69.42,126.85
69.74,126.85
65.99,126.86
67.27,126.86
67.32,126.86
67.84,126.86
68.28,126.86
68.81,126.86
69.7,126.86
67.85,126.87
68.76,126.87
68.95,126.87
69.77,126.87
67.31,126.88
67.5,126.88
67.95,126.88
69.1,126.88
69.13,126.88
69.21,126.88
65.55,126.89
65.67,126.89
66.49,126.89
66.69,126.89
67.02,126.89
67.96,126.89
68.13,126.89
69.76,126.89
70.25,126.89
70.46,126.89
71.28,126.89
72.99,126.89
65.79,126.9
66.99,126.9
67.06,126.9
67.22,126.9
67.35,126.9
67.44,126.9
68.34,126.9
68.62,126.9
69.01,126.9
70.93,126.9
72,126.9
65.03,126.91
66.63,126.91
66.64,126.91
66.98,126.91
67.08,126.91
67.18,126.91
67.64,126.91
68.15,126.91
68.34,126.91
68.43,126.91
69.32,126.91
70.2,126.91
71.1,126.91
64.01,126.92
67.38,126.92
68.73,126.92
68.95,126.92
69.48,126.92
67.71,126.93
68.27,126.93
68.33,126.93
69.37,126.93
69.98,126.93
71.64,126.93
64.28,126.94
66.79,126.94
67.53,126.94
68.2,126.94
68.76,126.94
69.36,126.94
66.31,126.95
67.19,126.95
67.3,126.95
68.12,126.95
68.13,126.95
68.49,126.95
70.11,126.95
70.32,126.95
71.62,126.95
65.77,126.96
65.97,126.96
66.32,126.96
66.35,126.96
67.04,126.96
67.19,126.96
67.34,126.96
67.52,126.96
68.36,126.96
69.9,126.96
66.43,126.97
66.59,126.97
67.06,126.97
67.87,126.97
68.25,126.97
68.63,126.97
68.7,126.97
69.55,126.97
72,126.97
66.01,126.98
66.63,126.98
67.94,126.98
68.09,126.98
68.86,126.98
70.14,126.98
66.28,126.99
66.29,126.99
66.55,126.99
67.23,126.99
67.51,126.99
71.1,126.99
66.1,127
66.81,127
66.92,127
67.57,127
67.99,127
68.01,127
68.48,127
66.55,127.01
67.05,127.01
67.68,127.01
67.77,127.01
68.05,127.01
68.16,127.01
68.85,127.01
70,127.01
64.92,127.02
65.34,127.02
65.89,127.02
66.12,127.02
66.53,127.02
66.56,127.02
66.93,127.02
67.26,127.02
68.53,127.02
68.87,127.02
69.51,127.02
70.22,127.02
70.42,127.02
70.6,127.02
65.5,127.03
66.09,127.03
67.31,127.03
67.41,127.03
65.25,127.04
65.62,127.04
65.64,127.04
65.75,127.04
66.71,127.04
68.42,127.04
68.76,127.04
69.49,127.04
69.7,127.04
69.72,127.04
64.83,127.05
66.7,127.05
67.84,127.05
70.15,127.05
70.29,127.05
71.04,127.05
65.23,127.06
65.71,127.06
67.05,127.06
67.88,127.06
67.95,127.06
68.07,127.06
68.42,127.06
68.79,127.06
69.82,127.06
66.14,127.07
67.04,127.07
67.82,127.07
67.95,127.07
68.1,127.07
68.63,127.07
69.01,127.07
69.08,127.07
70.19,127.07
64.2,127.08
65.57,127.08
65.58,127.08
67.11,127.08
70.07,127.08
70.34,127.08
65.29,127.09
66.25,127.09
66.68,127.09
68.28,127.09
68.64,127.09
68.76,127.09
69.12,127.09
63.55,127.1
66.51,127.1
67.07,127.1
67.23,127.1
67.8,127.1
68.64,127.1
68.77,127.1
69.12,127.1
69.32,127.1
70.13,127.1
70.37,127.1
70.94,127.1
66.82,127.11
67.39,127.11
67.56,127.11
64.88,127.12
65.38,127.12
66.19,127.12
67.12,127.12
68,127.12
68.52,127.12
64.73,127.13
65.44,127.13
67.93,127.13
68.3,127.13
65.23,127.14
66.95,127.14
68.38,127.14
68.51,127.14
68.76,127.14
69.09,127.14
69.28,127.14
69.87,127.14
70.23,127.14
65.17,127.15
65.72,127.15
66.95,127.15
67.95,127.15
68.2,127.15
65.97,127.16
66.37,127.16
66.59,127.16
66.72,127.16
68.09,127.16
68.22,127.16
69.15,127.16
69.56,127.16
70.58,127.16
70.63,127.16
71.04,127.16
66.96,127.17
67.32,127.17
67.56,127.17
67.97,127.17
68.19,127.17
68.93,127.17
69.04,127.17
69.56,127.17
71.32,127.17
66.59,127.18
66.94,127.18
68.03,127.18
68.18,127.18
68.21,127.18
69.53,127.18
70.33,127.18
70.48,127.18
71.04,127.18
63.84,127.19
66.54,127.19
66.96,127.19
67.25,127.19
67.57,127.19
68.19,127.19
68.52,127.19
68.99,127.19
66.21,127.2
66.27,127.2
66.4,127.2
67,127.2
67.59,127.2
67.7,127.2
67.93,127.2
69.73,127.2
70.9,127.2
71.32,127.2
64.24,127.21
65.19,127.21
66.41,127.21
66.48,127.21
67.75,127.21
68.06,127.21
70.53,127.21
70.73,127.21
70.75,127.21
65.78,127.22
65.99,127.22
66.42,127.22
67.43,127.22
68.33,127.22
68.5,127.22
69.59,127.22
71,127.22
71.78,127.22
65.57,127.23
65.76,127.23
66.84,127.23
67.69,127.23
67.87,127.23
68.42,127.23
68.61,127.23
69.05,127.23
69.35,127.23
69.37,127.23
69.87,127.23
69.87,127.23
70.28,127.23
65.37,127.24
65.44,127.24
65.98,127.24
66.04,127.24
66.38,127.24
66.98,127.24
67.14,127.24
67.16,127.24
67.91,127.24
67.97,127.24
68.94,127.24
70.24,127.24
63.17,127.25
66.54,127.25
66.75,127.25
66.92,127.25
67.27,127.25
68.34,127.25
68.62,127.25
68.83,127.25
69.09,127.25
70.49,127.25
66.47,127.26
66.65,127.26
67.84,127.26
67.96,127.26
68.03,127.26
68.08,127.26
69.18,127.26
69.58,127.26
69.73,127.26
69.83,127.26
70.46,127.26
64.64,127.27
66.42,127.27
67.57,127.27
68.31,127.27
68.37,127.27
68.54,127.27
69.3,127.27
71.24,127.27
66.39,127.28
66.93,127.28
67.16,127.28
67.36,127.28
67.74,127.28
67.83,127.28
70.51,127.28
66.49,127.29
66.95,127.29
67.05,127.29
68.92,127.29
65.81,127.3
66.58,127.3
66.61,127.3
67.8,127.3
68.09,127.3
68.58,127.3
69.28,127.3
69.37,127.3
69.63,127.3
63.14,127.31
63.69,127.31
65.59,127.31
65.61,127.31
66.06,127.31
66.23,127.31
66.51,127.31
66.74,127.31
67.45,127.31
67.48,127.31
67.66,127.31
68.35,127.31
68.58,127.31
69.24,127.31
69.38,127.31
71.91,127.31
66.02,127.32
66.64,127.32
68.17,127.32
69.96,127.32
70.39,127.32
66.92,127.33
68.51,127.33
69.17,127.33
69.81,127.33
65.2,127.34
65.63,127.34
66.96,127.34
68.26,127.34
69.09,127.34
69.84,127.34
70.24,127.34
70.87,127.34
63.78,127.35
64.27,127.35
65.55,127.35
67.54,127.35
67.8,127.35
68.89,127.35
69.46,127.35
70.04,127.35
71.5,127.35
65.16,127.36
66.04,127.36
66.57,127.36
67,127.36
67.11,127.36
69.77,127.36
70.01,127.36
70.09,127.36
70.57,127.36
65.24,127.37
65.27,127.37
66.17,127.37
66.69,127.37
66.78,127.37
67.02,127.37
67.08,127.37
67.37,127.37
67.45,127.37
68.13,127.37
68.6,127.37
68.65,127.37
69.11,127.37
70.04,127.37
66.11,127.38
66.79,127.38
67.22,127.38
67.23,127.38
67.33,127.38
67.34,127.38
67.42,127.38
67.87,127.38
68.54,127.38
68.9,127.38
71.43,127.38
66.54,127.39
67.05,127.39
67.33,127.39
67.37,127.39
67.46,127.39
68.32,127.39
68.42,127.39
70.29,127.39
71.15,127.39
64.73,127.4
65.28,127.4
65.92,127.4
67.23,127.4
67.37,127.4
67.56,127.4
67.96,127.4
68.03,127.4
68.19,127.4
68.29,127.4
68.65,127.4
69.12,127.4
69.35,127.4
71.14,127.4
65.7,127.41
67.09,127.41
67.1,127.41
67.2,127.41
67.63,127.41
67.99,127.41
68.45,127.41
69.65,127.41
70.27,127.41
72.08,127.41
64.12,127.42
65.89,127.42
67.15,127.42
68.74,127.42
69.26,127.42
71.09,127.42
65.75,127.43
66.69,127.43
67.93,127.43
68.32,127.43
68.39,127.43
68.43,127.43
69.44,127.43
70.62,127.43
65.41,127.44
66.8,127.44
67.48,127.44
67.49,127.44
67.96,127.44
68.69,127.44
69.11,127.44
69.17,127.44
69.44,127.44
69.55,127.44
66.49,127.45
66.76,127.45
66.89,127.45
67.12,127.45
70.18,127.45
70.44,127.45
65.57,127.46
66.14,127.46
67.1,127.46
67.68,127.46
68,127.46
69.05,127.46
71.15,127.46
65.38,127.47
66.44,127.47
67.05,127.47
67.51,127.47
67.96,127.47
68.02,127.47
68.12,127.47
68.27,127.47
69.08,127.47
70.19,127.47
67.18,127.48
67.2,127.48
67.76,127.48
68.5,127.48
69.72,127.48
69.82,127.48
70.7,127.48
66.7,127.49
67.34,127.49
68.01,127.49
68.29,127.49
69.33,127.49
69.41,127.49
69.67,127.49
69.83,127.49
71.86,127.49
65.85,127.5
66.97,127.5
67.97,127.5
68.56,127.5
69.32,127.5
65,127.51
65.41,127.51
67.45,127.51
68.16,127.51
69,127.51
69.09,127.51
69.27,127.51
70.47,127.51
63.65,127.52
65.62,127.52
66.04,127.52
66.29,127.52
67.61,127.52
67.78,127.52
69.48,127.52
69.77,127.52
69.96,127.52
68.22,127.53
68.26,127.53
68.31,127.53
68.37,127.53
68.56,127.53
69.11,127.53
69.15,127.53
66.24,127.54
67.03,127.54
68.04,127.54
68.14,127.54
68.52,127.54
68.93,127.54
69.67,127.54
70.11,127.54
65.87,127.55
65.97,127.55
66.5,127.55
67.19,127.55
67.51,127.55
68.43,127.55
69.1,127.55
69.16,127.55
70.31,127.55
70.34,127.55
64.77,127.56
67.59,127.56
67.67,127.56
68.65,127.56
69.2,127.56
71.2,127.56
66.53,127.57
66.81,127.57
67.02,127.57
67.13,127.57
67.19,127.57
68.48,127.57
69.27,127.57
69.28,127.57
71.9,127.57
66.41,127.58
67.24,127.58
67.88,127.58
68.1,127.58
68.34,127.58
68.45,127.58
68.51,127.58
70.45,127.58
71.71,127.58
65.19,127.59
65.9,127.59
66.68,127.59
68.16,127.59
68.47,127.59
68.64,127.59
70.69,127.59
65.6,127.6
67.1,127.6
67.18,127.6
67.61,127.6
67.7,127.6
69.36,127.6
69.59,127.6
71.79,127.6
63.41,127.61
63.68,127.61
65.29,127.61
65.91,127.61
66.18,127.61
66.53,127.61
66.6,127.61
66.76,127.61
66.9,127.61
66.99,127.61
67.94,127.61
68.56,127.61
68.6,127.61
69.6,127.61
70.05,127.61
70.15,127.61
71.73,127.61
65.53,127.62
66.93,127.62
67.15,127.62
67.35,127.62
67.57,127.62
68.17,127.62
68.99,127.62
69.4,127.62
69.71,127.62
69.88,127.62
69.91,127.62
70.86,127.62
72.06,127.62
68.16,127.63
68.64,127.63
69.59,127.63
65.74,127.64
66.06,127.64
67.25,127.64
67.25,127.64
67.68,127.64
68.58,127.64
69.29,127.64
69.61,127.64
70.37,127.64
66.15,127.65
66.93,127.65
66.97,127.65
67.94,127.65
68.06,127.65
68.89,127.65
70.12,127.65
70.58,127.65
63.56,127.66
63.84,127.66
67.21,127.66
68.13,127.66
68.61,127.66
68.66,127.66
69.16,127.66
69.78,127.66
71.04,127.66
66.56,127.67
67.04,127.67
67.84,127.67
69.55,127.67
64.96,127.68
68.3,127.68
68.72,127.68
65.51,127.69
66.79,127.69
68.69,127.69
68.91,127.69
69.7,127.69
70.08,127.69
71.31,127.69
62.61,127.7
64.23,127.7
67.68,127.7
68.1,127.7
68.89,127.7
68.94,127.7
69.12,127.7
69.18,127.7
69.32,127.7
64.63,127.71
66.17,127.71
67.23,127.71
67.86,127.71
67.88,127.71
67.97,127.71
68.61,127.71
69.71,127.71
64.22,127.72
65.02,127.72
66.65,127.72
67.59,127.72
67.64,127.72
67.87,127.72
68.41,127.72
68.54,127.72
68.65,127.72
68.65,127.72
66.17,127.73
66.3,127.73
67.76,127.73
68.56,127.73
68.59,127.73
69.2,127.73
66.22,127.74
66.42,127.74
66.58,127.74
66.9,127.74
66.92,127.74
67.51,127.74
68.03,127.74
68.22,127.74
69.12,127.74
69.4,127.74
69.44,127.74
69.47,127.74
69.94,127.74
64.87,127.75
65.49,127.75
66.49,127.75
67.56,127.75
67.84,127.75
68.29,127.75
68.3,127.75
70.05,127.75
65.2,127.76
65.81,127.76
65.88,127.76
67.01,127.76
67.12,127.76
67.47,127.76
68.08,127.76
68.35,127.76
68.48,127.76
68.81,127.76
68.93,127.76
69.11,127.76
69.22,127.76
69.86,127.76
70.33,127.76
65.14,127.77
68.5,127.77
69.33,127.77
69.73,127.77
69.9,127.77
70.4,127.77
67.15,127.78
67.62,127.78
67.99,127.78
68.39,127.78
71.51,127.78
64.79,127.79
67.29,127.79
67.62,127.79
68.53,127.79
69.02,127.79
69.4,127.79
69.88,127.79
70.12,127.79
70.24,127.79
66.6,127.8
67.51,127.8
67.57,127.8
67.8,127.8
69.14,127.8
70.45,127.8
71.52,127.8
64.51,127.81
66.66,127.81
67.26,127.81
67.26,127.81
67.41,127.81
67.76,127.81
68.55,127.81
68.84,127.81
69.08,127.81
69.77,127.81
66.31,127.82
66.39,127.82
67.69,127.82
68.06,127.82
69.25,127.82
70.26,127.82
70.51,127.82
65.49,127.83
67.63,127.83
67.63,127.83
68.23,127.83
68.46,127.83
69,127.83
69.28,127.83
69.41,127.83
69.66,127.83
69.73,127.83
71.17,127.83
66.92,127.84
67.51,127.84
67.64,127.84
67.9,127.84
67.91,127.84
68.29,127.84
68.58,127.84
69.01,127.84
69.64,127.84
65.88,127.85
66.29,127.85
66.89,127.85
67.54,127.85
67.55,127.85
68.03,127.85
68.3,127.85
68.58,127.85
69.09,127.85
69.11,127.85
69.39,127.85
65.96,127.86
66.09,127.86
66.16,127.86
67.88,127.86
67.95,127.86
68.36,127.86
68.42,127.86
68.48,127.86
69.09,127.86
69.23,127.86
69.64,127.86
71.08,127.86
73.13,127.86
66.11,127.87
66.24,127.87
66.49,127.87
66.91,127.87
67.18,127.87
67.93,127.87
68.25,127.87
68.27,127.87
68.58,127.87
69.76,127.87
69.86,127.87
70.37,127.87
70.98,127.87
65.97,127.88
66.04,127.88
66.51,127.88
67.01,127.88
67.92,127.88
68.11,127.88
68.33,127.88
69.05,127.88
69.45,127.88
71.39,127.88
67.7,127.89
68.44,127.89
69.02,127.89
69.67,127.89
69.69,127.89
69.78,127.89
66.05,127.9
66.5,127.9
66.66,127.9
66.76,127.9
66.86,127.9
67.11,127.9
67.14,127.9
67.42,127.9
67.53,127.9
67.91,127.9
67.97,127.9
68,127.9
68.31,127.9
68.38,127.9
68.83,127.9
68.95,127.9
70.61,127.9
65.87,127.91
66.23,127.91
66.65,127.91
66.8,127.91
69.06,127.91
66.33,127.92
66.46,127.92
66.86,127.92
67.09,127.92
68.44,127.92
68.85,127.92
68.98,127.92
69.93,127.92
70.49,127.92
65.95,127.93
66.58,127.93
66.66,127.93
66.81,127.93
67.21,127.93
67.37,127.93
67.72,127.93
68.33,127.93
69.93,127.93
70.36,127.93
66.18,127.94
66.58,127.94
67.53,127.94
67.58,127.94
67.68,127.94
68.73,127.94
71.09,127.94
64.02,127.95
64.91,127.95
66.4,127.95
66.92,127.95
67.07,127.95
67.65,127.95
67.94,127.95
68.43,127.95
68.98,127.95
69.44,127.95
69.74,127.95
70.28,127.95
65.58,127.96
66.33,127.96
66.46,127.96
67.67,127.96
68.07,127.96
68.08,127.96
68.45,127.96
69.12,127.96
69.68,127.96
71.01,127.96
71.37,127.96
65.34,127.97
65.94,127.97
66.11,127.97
66.5,127.97
66.63,127.97
67.19,127.97
68.15,127.97
69.57,127.97
70.8,127.97
70.89,127.97
64.07,127.98
65.23,127.98
66.45,127.98
67.88,127.98
68.33,127.98
68.88,127.98
69.42,127.98
69.72,127.98
64.42,127.99
66.6,127.99
66.74,127.99
67.96,127.99
68.58,127.99
69.25,127.99
69.25,127.99
69.66,127.99
69.87,127.99
70.87,127.99
63.88,128
65.69,128
66.69,128
66.9,128
67.05,128
67.43,128
68.19,128
68.26,128
68.53,128
68.77,128
69.38,128
71.7,128
66.73,128.01
67.3,128.01
68.25,128.01
68.59,128.01
68.69,128.01
68.89,128.01
69.09,128.01
69.44,128.01
64.98,128.02
65.29,128.02
65.8,128.02
65.81,128.02
66.86,128.02
67.32,128.02
67.58,128.02
67.72,128.02
68.15,128.02
68.25,128.02
68.48,128.02
69.52,128.02
70.44,128.02
