,SellerG,Discretized_Price
8645,Nelson,1
8646,Barry,5
8647,Barry,1
8652,Barry,1
8657,Ray,1
8659,hockingstuart,1
8665,Barry,5
8671,RW,5
8677,Nelson,1
8678,Nelson,5
8684,Ray,5
8686,Nelson,1
8687,Nelson,1
8700,Nelson,1
8703,Ray,1
8711,Love,1
8713,Biggin,5
8714,Biggin,5
8718,hockingstuart,1
8719,Biggin,1
8723,Biggin,1
8737,Biggin,1
8739,Jellis,4
8740,Jellis,1
8743,hockingstuart,1
8745,Biggin,1
8746,Biggin,1
8747,Jellis,5
8748,Jellis,5
8752,Jellis,1
8755,hockingstuart,5
8757,Biggin,2
8758,Peter,5
8762,McGrath,1
8764,Biggin,1
8765,Marshall,2
8766,Marshall,2
8769,Jellis,1
8773,Ray,1
8774,Jellis,5
8777,Jellis,5
8778,Jellis,5
8779,Dingle,1
8781,Biggin,1
8782,Jellis,1
8784,Marshall,1
8785,Jellis,5
8786,Jellis,5
8787,Jellis,1
8788,hockingstuart,1
8791,hockingstuart,5
8792,Biggin,5
8794,Biggin,5
8795,Biggin,5
8798,Biggin,5
8801,Abercromby's,5
8805,Biggin,1
8808,Marshall,5
8810,Jellis,2
8813,Biggin,2
8814,Caine,1
8817,Jellis,5
8818,Biggin,5
8820,hockingstuart,1
8822,Whiting,5
8823,Nelson,1
8824,Jellis,1
8826,Jellis,2
8827,LITTLE,1
8831,Collins,1
8833,Jellis,1
8834,hockingstuart,5
8838,Biggin,5
8841,Biggin,5
8842,Biggin,1
8844,Jellis,5
8845,Biggin,5
8846,Biggin,4
8849,Biggin,1
8858,Biggin,5
8860,Marshall,2
8862,Nelson,5
8867,Biggin,5
8868,Collins,2
8870,Biggin,5
8877,Biggin,2
8878,Jellis,2
8882,Jellis,2
8886,Biggin,5
8890,Jellis,5
8892,Biggin,2
8893,Woodards,1
8895,Jellis,1
8898,hockingstuart,5
8904,Biggin,5
8906,Biggin,1
8907,Biggin,1
8908,Biggin,2
8910,Jellis,1
8911,Jellis,5
8920,hockingstuart,2
8922,hockingstuart,2
8924,RT,5
8925,Jellis,2
8932,Biggin,2
8934,Biggin,1
8935,Biggin,2
8936,Jellis,5
8937,Abercromby's,2
8940,Jellis,2
8943,Jellis,2
8947,Biggin,5
8948,hockingstuart,1
8949,Jellis,1
8950,Jellis,5
8955,Jellis,1
8958,RT,1
8959,Biggin,5
8961,Nelson,2
8963,Biggin,5
8964,Biggin,1
8967,Biggin,1
8971,hockingstuart,1
8975,Kay,5
8976,hockingstuart,5
8977,Biggin,2
8980,Nelson,5
8992,Fletchers,5
8993,Miles,1
8994,Miles,5
8999,Nelson,1
9002,Miles,1
9003,Barry,1
9013,Nelson,1
9014,Nelson,5
9016,Miles,5
9020,hockingstuart,1
9023,Fletchers,5
9024,Miles,5
9033,Fletchers,5
9040,Ray,1
9043,Nelson,5
9044,Miles,5
9048,Miles,1
9052,Barry,1
9062,Miles,5
9063,Burnham,5
9065,Jas,5
9066,Jas,5
9067,Village,1
9069,Sweeney,5
9070,Jas,5
9072,Village,5
9074,Village,5
9075,Jas,5
9077,Greg,1
9080,Jas,5
9081,Jas,5
9082,Jas,2
9083,Jas,5
9084,Jas,5
9087,Jas,5
9088,Biggin,1
9090,Village,5
9094,Jas,5
9096,Jas,5
9097,Jas,2
9100,Jas,1
9103,Jas,5
9104,Sweeney,1
9106,Village,5
9113,Jas,5
9115,Chisholm,1
9117,Dingle,1
9119,Marshall,2
9122,Greg,2
9126,hockingstuart,5
9128,Marshall,4
9129,Greg,2
9133,Marshall,4
9135,Marshall,2
9136,hockingstuart,1
9137,Dingle,1
9138,Greg,5
9143,Marshall,4
9144,Cayzer,5
9146,Greg,5
9154,Cayzer,2
9156,Greg,2
9158,Marshall,5
9160,Greg,5
9161,Marshall,2
9165,MICM,1
9166,Marshall,2
9167,Greg,5
9172,Greg,2
9173,Marshall,2
9177,RT,4
9181,Greg,1
9182,Marshall,2
9193,Jellis,1
9197,Kay,5
9198,Kay,5
9210,hockingstuart,1
9211,Williams,5
9213,Kay,1
9226,hockingstuart,1
9227,hockingstuart,1
9229,hockingstuart,2
9232,hockingstuart,1
9233,Castran,1
9235,Kay,5
9238,Jellis,1
9239,Williams,1
9241,Jellis,2
9245,hockingstuart,1
9246,Williams,5
9247,Williams,5
9255,hockingstuart,1
9264,Castran,3
9268,hockingstuart,1
9269,Marshall,4
9276,Buxton,1
9279,hockingstuart,1
9281,Biggin,1
9283,Jellis,1
9293,Biggin,1
9296,Kay,4
9297,Marshall,4
9299,Harrington,1
9303,Jellis,1
9312,Williams,4
9314,Jellis,1
9319,hockingstuart,1
9320,hockingstuart,2
9326,hockingstuart,1
9327,hockingstuart,1
9329,Kay,2
9330,Jellis,2
9331,Jellis,5
9333,hockingstuart,1
9335,hockingstuart,5
9336,Abercromby's,1
9338,hockingstuart,1
9340,Fletchers,5
9341,hockingstuart,1
9343,Thomson,5
9345,Beller,1
9348,Marshall,2
9352,Williams,1
9354,Marshall,1
9357,hockingstuart,1
9361,Jellis,5
9363,Ray,1
9373,Jellis,4
9374,Morrison,2
9383,LITTLE,5
9384,Marshall,2
9387,Jellis,1
9391,Biggin,2
9392,LITTLE,1
9397,VICPROP,1
9401,Greg,5
9403,Greg,1
9405,Marshall,1
9406,Ray,5
9408,Ray,1
9410,Greg,1
9412,Greg,1
9416,Kay,5
9421,Greg,1
9423,Greg,1
9427,RT,1
9428,hockingstuart,1
9434,Marshall,1
9435,Dingle,1
9437,Dingle,1
9443,RT,5
9444,Jas,1
9445,Jas,5
9446,Jas,5
9448,Williams,5
9450,RT,5
9451,Biggin,1
9453,Jas,1
9456,hockingstuart,5
9458,Williams,5
9460,Jas,5
9461,Biggin,1
9462,Village,5
9464,Jas,5
9468,McGrath,1
9474,Woodards,1
9479,Wilson,1
9482,hockingstuart,1
9487,Buxton,1
9489,Wilson,1
9492,Marshall,2
9494,Gary,2
9497,Castran,2
9499,Wilson,2
9500,Biggin,1
9501,Greg,1
9502,Whiting,1
9504,Pride,1
9513,Gary,1
9518,McGrath,1
9520,McGrath,2
9526,Gary,1
9530,Marshall,1
9534,hockingstuart,1
9535,Abercromby's,3
9536,hockingstuart,1
9537,Pride,2
9540,Buxton,1
9541,Buxton,1
9547,Buxton,1
9549,hockingstuart,1
9550,Wilson,2
9555,McGrath,1
9556,McGrath,1
9558,Buxton,1
9561,Biggin,1
9564,Marshall,5
9567,Buxton,1
9569,McGrath,1
9573,Rodney,5
9574,Gary,1
9576,hockingstuart,5
9578,Whiting,1
9580,Buxton,5
9587,McGrath,1
9588,Buxton,1
9589,hockingstuart,5
9590,Charlton,1
9592,McGrath,1
9596,Harrington,1
9598,Buxton,1
9602,Marshall,3
9611,Greg,1
9617,hockingstuart,5
9620,Eview,1
9622,Whiting,1
9625,Marshall,5
9626,Kay,2
9630,Whiting,1
9631,Whiting,5
9634,hockingstuart,2
9638,McGrath,2
9640,McGrath,1
9642,Whiting,1
9650,Woodards,1
9655,McGrath,1
9657,Cayzer,1
9661,Greg,5
9664,Buxton,1
9667,McGrath,1
9684,Considine,5
9686,Paul,2
9688,Considine,5
9696,Considine,2
9697,Nelson,5
9698,Barry,2
9700,Nelson,5
9706,Considine,5
9707,Nelson,5
9709,Nelson,5
9710,Nelson,2
9713,Barry,1
9714,McDonald,2
9716,Brad,5
9717,Rendina,2
9718,Considine,5
9719,Paul,2
9723,Brad,4
9724,Barry,1
9740,Nelson,5
9752,Barry,1
9753,GL,5
9758,Sweeney,1
9760,Bells,5
9761,Biggin,1
9767,Barry,1
9768,Sweeney,5
9769,Douglas,1
9778,Barry,1
9780,Sweeney,5
9783,Barry,1
9784,YPA,1
9786,Douglas,1
9789,Barry,1
9793,Barry,1
9795,Sweeney,1
9803,Bells,1
9808,Douglas,1
9816,Barry,1
9817,Jas,5
9820,Bells,5
9821,Douglas,1
9822,Bells,1
9826,Douglas,1
9827,Sweeney,1
9831,Douglas,5
9833,YPA,1
9834,Sweeney,1
9836,Douglas,1
9837,Jas,5
9840,Barry,1
9843,Douglas,1
9858,Douglas,1
9859,Douglas,1
9862,Barry,1
9864,Douglas,1
9866,Barry,1
9873,Barry,1
9877,Stockdale,1
9878,GL,1
9881,Barry,1
9887,Douglas,1
9895,Barry,1
9899,YPA,5
9901,First,1
9902,Stockdale,1
9911,Douglas,1
9913,Douglas,1
9917,Douglas,5
9927,Barry,1
9929,Melbourne,1
9932,Douglas,1
9939,Douglas,1
9942,Bells,1
9944,Barry,1
9945,Barry,1
9950,Sweeney,1
9952,hockingstuart,1
9954,Barry,1
9956,Barry,1
9960,Barry,1
9967,Barry,1
9971,Burnham,1
9976,Douglas,1
9979,Jas,1
9981,Barry,1
9983,Bells,1
9984,Douglas,1
9987,Bells,1
9988,hockingstuart,1
9990,Barry,1
9992,Barry,1
9993,Homes,1
9995,Barry,1
9996,Jellis,1
9997,Douglas,1
9999,Barry,1
10002,Barry,1
10003,Barry,1
10011,Jas,1
10012,Douglas,1
10013,Marshall,4
10014,Fletchers,5
10015,Fletchers,2
10017,RT,4
10023,Jellis,1
10029,Fletchers,2
10030,Jellis,4
10034,Jellis,4
10041,Marshall,4
10045,Ray,2
10046,Marshall,2
10047,Noel,1
10049,Fletchers,5
10054,Marshall,2
10057,Marshall,4
10059,Fletchers,5
10062,Fletchers,2
10063,Marshall,2
10066,Marshall,2
10068,Marshall,1
10076,Marshall,2
10078,Jellis,2
10079,Ray,2
10080,Marshall,5
10083,Jellis,1
10086,Noel,1
10102,Marshall,2
10103,Fletchers,1
10106,Fletchers,2
10107,hockingstuart,2
10111,Noel,5
10113,Jellis,2
10118,Fletchers,4
10123,Noel,1
10125,Jellis,4
10129,Woodards,5
10131,Noel,2
10135,Jellis,2
10136,Noel,1
10143,Zahn,5
10144,Barry,5
10147,Philip,1
10154,Barry,5
10160,Jellis,5
10161,Barry,5
10162,Jellis,2
10167,Barry,5
10170,Mason,1
10171,Barry,5
10172,Barry,2
10174,Jellis,5
10179,Barry,2
10181,Jellis,5
10182,hockingstuart,1
10185,hockingstuart,5
10186,Barry,1
10189,Barry,5
10195,Barry,5
10198,Jellis,5
10199,Barry,1
10201,Philip,5
10203,Barry,5
10212,Barry,5
10218,Barry,5
10219,Barry,2
10222,Philip,5
10225,Barry,5
10226,Jellis,5
10232,Jellis,2
10233,Barry,5
10234,Barry,5
10238,RT,1
10241,Barry,2
10252,Harcourts,1
10254,Jellis,1
10256,Nelson,1
10260,Miles,2
10262,Nelson,5
10263,Nelson,1
10276,McGrath,1
10279,Nelson,1
10281,Barry,5
10283,Love,5
10286,Stockdale,1
10288,Barry,5
10292,Harcourts,1
10294,Jellis,5
10295,Nelson,5
10296,hockingstuart,5
10297,Jellis,5
10298,hockingstuart,5
10299,Jellis,5
10300,Nelson,1
10301,Jellis,1
10302,Jellis,2
10305,Nelson,5
10306,Nelson,5
10310,McGrath,1
10321,Love,5
10322,Nelson,2
10325,Love,1
10330,Barry,5
10333,Nelson,1
10336,Love,1
10340,Nelson,5
10341,Jellis,5
10343,McGrath,2
10344,Nelson,1
10346,hockingstuart,5
10348,Jellis,5
10349,Jellis,2
10353,McGrath,2
10357,Barry,5
10359,Barry,1
10360,Barry,1
10364,Jellis,5
10367,Woodards,1
10368,McGrath,5
10377,Jellis,5
10383,RT,2
10384,Marshall,3
10393,Marshall,3
10395,Kay,2
10397,Rodney,5
10403,RT,5
10404,Rodney,1
10406,Williams,1
10426,Jellis,4
10429,Kay,4
10432,Jellis,1
10435,Marshall,4
10436,Kay,4
10451,Kay,3
10452,RT,3
10454,Jellis,1
10455,Kay,2
10456,Jellis,4
10465,hockingstuart,5
10473,Jellis,1
10475,Jellis,4
10477,Castran,2
10480,Rodney,3
10489,Melbourne,3
10496,Prowse,1
10503,Morleys,1
10510,Marshall,5
10511,Castran,4
10514,Jellis,1
10516,Marshall,4
10524,Miles,5
10526,Miles,5
10528,Buckingham,5
10531,Barry,1
10532,Miles,1
10538,Darren,5
10540,Miles,1
10542,Miles,1
10544,Ray,1
10545,Miles,5
10553,Nelson,5
10555,Miles,5
10557,Morrison,1
10559,Nelson,5
10562,Nelson,5
10568,Ken,1
10569,Barry,1
10573,Barry,1
10574,Buckingham,1
10577,Ken,1
10578,Buckingham,1
10579,Barry,1
10580,Buckingham,1
10585,Barry,1
10586,Buckingham,5
10587,Buckingham,5
10588,Buckingham,1
10591,Barry,5
10593,Barry,5
10595,Buckingham,1
10596,Barry,1
10599,Darren,1
10602,Barry,1
10603,Ray,1
10606,Jellis,5
10608,Alexkarbon,5
10610,Nelson,1
10612,Alexkarbon,4
10613,Nelson,1
10614,Nelson,1
10615,hockingstuart,1
10617,Jellis,5
10624,Alexkarbon,5
10627,Nelson,1
10628,Jellis,5
10630,Nelson,1
10631,Jellis,1
10633,MICM,1
10635,Gunn&Co,2
10637,Greg,2
10638,Gunn&Co,5
10640,Raine,2
10643,Greg,4
10644,Greg,4
10646,RT,5
10652,Greg,2
10653,Sweeney,1
10654,Williams,5
10655,Greg,2
10657,Greg,2
10658,Greg,1
10662,Jas,2
10663,Greg,4
10664,Greg,2
10671,Williams,5
10673,Raine,5
10675,RT,1
10679,Greg,2
10682,Raine&Horne,5
10683,Sweeney,5
10690,Williams,1
10699,Sweeney,2
10701,Sweeney,5
10703,RT,1
10705,Greg,1
10711,Williams,5
10712,Williams,1
10717,Greg,2
10720,Sweeney,2
10721,Sweeney,5
10723,Raine,4
10725,RT,2
10727,Sweeney,4
10742,Greg,1
10744,Sweeney,1
10746,Raine,5
10747,Jellis,1
10751,Marshall,4
10755,Hodges,1
10759,Fletchers,1
10760,Gary,1
10762,Biggin,2
10765,Paul,5
10773,Marshall,1
10782,Noel,1
10783,hockingstuart,1
10787,Marshall,5
10789,Biggin,1
10793,Jellis,2
10794,hockingstuart,1
10795,Jellis,5
10799,hockingstuart,1
10814,Beller,1
10816,Jellis,5
10817,Marshall,2
10820,Barry,5
10824,Buckingham,1
10825,Barry,1
10827,Ray,1
10828,Barry,1
10829,Fletchers,5
10831,hockingstuart,1
10834,hockingstuart,1
10836,Miles,1
10842,Buckingham,5
10845,Barry,1
10847,Jas,5
10849,Village,5
10851,Village,5
10853,Village,2
10854,Jas,1
10855,Jas,5
10856,Village,1
10857,Jas,1
10858,Jas,1
10862,Jas,5
10865,Village,5
10867,Jas,5
10868,Village,5
10869,hockingstuart,1
10871,Village,5
10873,Greg,5
10874,Village,1
10875,Jas,1
10877,hockingstuart,5
10881,Village,5
10887,Village,2
10888,Jas,1
10890,Sweeney,2
10895,Jas,2
10899,hockingstuart,1
10900,Jas,1
10901,Sweeney,5
10904,Jas,1
10906,Sweeney,1
10911,Greg,1
10916,hockingstuart,5
10917,iOne,1
10920,hockingstuart/Village,1
10922,Village,5
10927,Village,5
10929,Sweeney,5
10939,Village,5
10941,Jas,5
10942,Jas,1
10943,Village,2
10944,Jas,1
10946,hockingstuart,5
10951,Jas,5
10953,Village,5
10954,Village,5
10955,Sweeney,1
10956,Jas,1
10961,Village,2
10962,Village,2
10963,Village,5
10964,Jas,2
10967,Hunter,1
10969,Biggin,1
10971,Village,5
10974,Jas,1
10975,Jas,2
10977,hockingstuart,5
10980,Jas,1
10982,Village,2
10985,Village,1
10986,Village,5
10988,Village,5
10990,Nelson,1
10991,Rendina,2
10994,Brad,1
10996,Nelson,5
10998,Nelson,5
11001,Nelson,3
11003,Nelson,5
11004,Nelson,2
11005,Nelson,2
11006,Barry,5
11009,Nelson,2
11012,Nelson,5
11015,Barry,1
11017,Barry,5
11020,Frank,1
11022,Nelson,5
11025,Nelson,1
11033,Nelson,1
11035,McGrath,1
11036,Nelson,1
11039,Nelson,5
11040,Harrington,5
11043,Nelson,1
11047,Nelson,5
11049,Nelson,2
11051,Woodards,2
11052,Nelson,2
11054,Nelson,2
11055,Jellis,5
11059,Jellis,1
11062,Greg,5
11064,Collins,1
11072,Woodards,2
11073,Collins,1
11074,LITTLE,1
11083,Nelson,2
11084,Jellis,5
11087,Nelson,1
11090,Nelson,5
11091,Nelson,5
11096,Nelson,5
11101,Jellis,2
11102,Jellis,5
11112,Jellis,5
11114,Woodards,1
11117,Jellis,5
11118,Jellis,5
11119,Jellis,5
11120,Jellis,2
11131,Woodards,5
11133,Woodards,2
11134,Nelson,1
11135,hockingstuart,1
11136,Jellis,1
11139,Harrington,1
11143,Ascend,2
11146,Harrington,1
11150,Jellis,5
11153,Nelson,5
11155,Woodards,1
11162,Woodards,2
11166,Nelson,1
11168,Woodards,5
11182,Nelson,2
11186,Harcourts,1
11192,Caine,1
11198,Nelson,2
11204,Nelson,5
11208,Nelson,1
11210,Harcourts,1
11211,Nelson,5
11213,Nelson,1
11215,Nelson,5
11220,Barry,5
11223,Barry,5
11229,hockingstuart,1
11230,Brad,1
11232,Re,1
11234,hockingstuart,1
11237,Ray,1
11242,Harcourts,1
11243,Crane,1
11244,Brad,1
11247,Brad,1
11248,hockingstuart,1
11251,Brad,1
11253,hockingstuart,1
11255,Brad,1
11260,Ray,1
11262,Eview,1
11270,Stockdale,1
11271,Ray,1
11276,hockingstuart,1
11277,Brad,1
11279,Brad,1
11286,YPA,1
11289,hockingstuart,1
11293,hockingstuart,1
11295,hockingstuart,1
11298,hockingstuart,1
11300,YPA,1
11304,Stockdale,1
11307,Stockdale,1
11308,Stockdale,1
11312,hockingstuart,1
11313,Stockdale,5
11316,Ray,1
11318,Ray,1
11333,Jellis,2
11337,Marshall,2
11347,hockingstuart,2
11352,Jellis,5
11355,Kay,4
11357,Noel,1
11360,Jellis,2
11362,Jellis,2
11363,Noel,5
11364,Fletchers,1
11369,Jellis,4
11372,Kay,1
11376,hockingstuart,1
11379,RT,4
11382,Marshall,4
11383,Jellis,2
11386,Noel,1
11391,Marshall,2
11392,Noel,1
11396,Fletchers,5
11397,Jellis,2
11399,Jellis,1
11404,Jellis,4
11405,LITTLE,1
11407,Jellis,5
11408,Marshall,2
11412,Marshall,4
11413,Jellis,2
11416,Jellis,4
11422,hockingstuart,1
11423,RT,4
11424,Marshall,4
11425,Marshall,2
11426,Marshall,1
11427,Noel,2
11429,Jellis,1
11436,Greg,1
11442,Marshall,2
11443,O'Donoghues,1
11448,Marshall,2
11454,Fletchers,5
11457,Miles,1
11461,Miles,5
11462,hockingstuart,1
11464,Miles,1
11470,Purplebricks,1
11473,Nelson,5
11474,William,1
11477,Nelson,1
11486,Nelson,2
11493,Miles,5
11498,Miles,1
11500,Miles,5
11502,Miles,2
11505,Stockdale,1
11507,Miles,5
11509,Ray,5
11511,Miles,3
11512,Miles,2
11513,Nelson,1
11517,Miles,2
11519,Fletchers,2
11521,Miles,4
11525,Nelson,2
11527,hockingstuart,2
11528,Nelson,5
11537,YPA,1
11539,Barry,1
11544,Barry,1
11546,Woodards,1
11547,Eview,1
11548,Barry,1
11550,YPA,1
11551,YPA,1
11553,Darren,1
11555,Barry,5
11558,Ray,1
11566,Barry,1
11568,Sweeney,1
11571,Jas,5
11573,Village,1
11574,Village,5
11576,Jas,1
11579,Chambers,1
11580,Village,1
11583,hockingstuart,1
11585,Village,1
11588,Jas,1
11591,Jas,5
11592,Sweeney,5
11595,Jas,5
11597,Village,5
11599,Jas,5
11602,Greg,1
11609,hockingstuart,5
11612,hockingstuart,5
11614,Woodards,1
11617,Buxton,1
11619,Woodards,5
11620,hockingstuart,5
11623,Buxton,1
11626,Woodards,2
11629,Woodards,5
11630,Fletchers,1
11634,Ray,2
11644,Gary,1
11648,Buxton,5
11649,Matthew,1
11652,hockingstuart,5
11653,Beller,1
11655,hockingstuart,2
11657,Anderson,1
11659,hockingstuart,5
11662,Gary,5
11665,Ray,2
11672,Buxton,1
11674,Noel,2
11676,Marshall,4
11677,Buxton,2
11680,Ray,1
11685,Buxton,2
11687,Buxton,2
11688,hockingstuart,5
11693,hockingstuart,2
11696,hockingstuart,5
11704,hockingstuart,1
11705,hockingstuart,1
11706,hockingstuart,5
11710,Buxton,2
11711,Marshall,2
11712,hockingstuart,2
11713,Woodards,5
11714,Ray,2
11717,Ray,2
11718,Buxton,5
11722,Thomson,1
11727,Gary,1
11729,Buxton,1
11731,Buxton,5
11734,Woodards,2
11736,Purplebricks,1
11738,hockingstuart,1
11739,Stockdale,1
11743,Thomson,5
11744,Biggin,1
11747,Besser,1
11752,Alexkarbon,5
11753,Village,5
11760,Sweeney,1
11763,Sweeney,1
11765,Sweeney,5
11767,Sweeney,1
11769,Jas,1
11771,hockingstuart,1
11776,Sweeney,1
11777,Village,1
11778,Sweeney,1
11781,Jas,5
11782,Brad,1
11785,Biggin,5
11787,Sweeney,1
11790,Brad,1
11795,Nelson,1
11797,Sweeney,5
11800,Sweeney,1
11804,Biggin,1
11809,hockingstuart,5
11810,Sweeney,5
11816,Village,1
11817,Burnham,1
11818,Sweeney,2
11821,Sweeney,1
11822,Sweeney,5
11823,Biggin,5
11825,Jas,1
11827,hockingstuart,1
11832,Greg,1
11835,Village,5
11836,Barry,1
11837,hockingstuart,1
11838,Bells,1
11839,Sweeney,1
11840,Bells,1
11846,Barry,1
11847,Sweeney,1
11848,hockingstuart,1
11850,Barry,1
11852,Douglas,1
11858,Barry,1
11876,hockingstuart,1
11887,Gary,5
11889,Woodards,5
11903,Gary,1
11904,Gary,4
11907,Buxton,1
11908,Gary,1
11911,Ray,1
11914,Woodards,1
11915,Barry,5
11919,Ray,5
11924,Buxton,1
11926,Buxton,5
11932,Buxton,5
11935,Buxton,5
11942,Woodards,1
11945,Ray,5
11948,Woodards,1
11950,Buxton,5
11954,Buxton,5
11957,Ray,2
11967,Chisholm,1
11969,hockingstuart,1
11970,hockingstuart,5
11972,hockingstuart,1
11974,Biggin,5
11977,Biggin,2
11980,Biggin,5
11981,hockingstuart,5
11984,Jellis,2
11985,Jellis,1
11989,hockingstuart,5
11991,Biggin,5
11994,Biggin,5
12003,Sweeney,5
12004,Greg,1
12006,Williams,5
12010,Sweeney,5
12016,Sweeney,1
12017,Jas,1
12020,Sweeney,1
12022,Oak,1
12023,Williams,1
12025,Nelson,5
12026,Nelson,5
12036,Jellis,5
12037,Nelson,2
12039,Nelson,2
12042,Ray,1
12047,Gary,5
12056,Greg,2
12061,Nelson,1
12062,Nelson,1
12065,Barry,1
12068,Brad,1
12069,Barry,1
12073,Nelson,1
12075,Barry,1
12076,Nelson,1
12077,Nelson,1
12078,Nick,5
12079,Biggin,1
12081,Biggin,1
12083,hockingstuart,4
12087,Nelson,2
12092,Nelson,5
12093,Barry,1
12096,Nelson,2
12098,Greg,2
12099,Nelson,5
12109,Marshall,2
12114,RT,5
12126,Hunter,5
12133,hockingstuart,5
12138,hockingstuart,1
12147,Woodards,5
12152,Marshall,1
12153,Nelson,2
12155,Nelson,2
12156,Nelson,5
12159,Jellis,4
12160,Alexkarbon,5
12171,Barry,2
12174,Marshall,1
12181,Jellis,5
12184,Moonee,1
12190,Nelson,5
12193,Moonee,1
12198,Noel,2
12205,Marshall,1
12206,Jellis,2
12220,Marshall,2
12222,Ray,5
12238,Buxton,5
12247,Buxton,1
12250,Buxton,2
12252,Buxton,5
12262,hockingstuart,5
12272,Buxton,1
12275,hockingstuart,1
12283,Woodards,5
12285,Ray,5
12289,Ray,1
12294,Noel,2
12298,Buxton,2
12302,Barry,1
12306,Douglas,1
12308,Barry,1
12309,Nelson,5
12314,Marshall,4
12315,Kay,4
12318,Nick,4
12319,Marshall,5
12320,Biggin,3
12321,Buxton,2
12325,hockingstuart,1
12328,Kay,2
12337,Buxton,2
12339,Biggin,4
12343,Nick,5
12351,Marshall,2
12355,Buxton,2
12375,Hodges,2
12376,Hodges,2
12377,Gary,5
12379,Jellis,2
12380,Walshe,1
12381,Woodards,5
12383,Nelson,1
12384,Caine,5
12386,Ray,1
12388,Jellis,5
12389,Woodards,5
12396,Jellis,2
12397,Nelson,5
12398,Harcourts,1
12399,Jellis,1
12401,Nelson,2
12406,Jellis,5
12409,Brad,1
12415,Jellis,5
12419,Jellis,5
12421,Nelson,5
12426,Pagan,1
12431,Jellis,1
12433,Jellis,2
12435,hockingstuart,1
12438,Nelson,1
12439,Nelson,1
12447,Woodards,5
12449,Nelson,5
12451,Nelson,1
12452,RW,1
12457,Jellis,1
12459,Nelson,5
12460,Jellis,5
12461,Barry,1
12463,Barry,5
12465,Barry,5
12466,RT,2
12476,Ray,2
12481,Reed,5
12486,Lindellas,2
12487,Jellis,2
12497,McGrath,2
12499,Buxton,5
12502,Nelson,2
12505,Fletchers,4
12506,Fletchers,2
12511,Noel,2
12513,Jellis,2
12514,Marshall,4
12521,Marshall,2
12524,Marshall,4
12529,Marshall,1
12539,Sotheby's,3
12543,Nelson,4
12554,Noel,1
12559,Woodards,1
12565,hockingstuart,5
12566,hockingstuart,5
12571,Ray,2
12572,Ray,1
12574,hockingstuart,1
12579,Gary,1
12587,Gary,1
12593,Biggin,1
12594,Biggin,5
12596,hockingstuart,1
12600,Ray,1
12603,Buxton,5
12604,Buxton,5
12605,hockingstuart,1
12607,Nelson,2
12610,Jellis,1
12611,Jellis,5
12612,Nelson,2
12615,Haughton,1
12622,Barry,1
12623,Raine,5
12626,hockingstuart,1
12628,Jellis,1
12631,Collins,1
12634,Barry,1
12642,Nelson,2
12644,Nelson,5
12646,Ray,5
12647,Barry,5
12648,Brad,2
12649,Nelson,5
12651,Jellis,2
12652,Barry,1
12654,C21,1
12655,Century,1
12669,Nelson,1
12673,Jellis,5
12677,Ray,5
12680,Caine,5
12683,Biggin,5
12693,Ray,5
12694,Barry,2
12702,Barry,5
12709,Barry,5
12729,Brad,2
12730,Frank,5
12733,Brad,1
12741,Nelson,1
12745,Jellis,1
12746,Barry,5
12749,Brad,1
12750,Jellis,1
12753,Woodards,2
12756,Brad,1
12757,Peter,1
12761,Ray,1
12765,Ray,5
12773,Love,1
12774,Stockdale,1
12777,Nelson,1
12778,Harrington,5
12787,Chambers,5
12790,McDonald,5
12793,Biggin,5
12795,Nelson,1
12796,hockingstuart,5
12797,Nelson,2
12798,Nelson,1
12799,Nelson,1
12800,Nelson,1
12802,Nelson,5
12804,Nelson,5
12805,Jellis,5
12811,Jas,5
12813,Biggin,1
12814,Jas,1
12817,Greg,5
12824,Village,5
12825,Burnham,5
12828,Woodards,1
12835,Jellis,2
12837,Jellis,2
12838,Abercromby's,5
12848,Jellis,2
12852,Marshall,4
12855,Marshall,2
12859,Fletchers,5
12864,Brad,1
12865,Brad,1
12866,Barry,5
12871,Barry,5
12872,YPA,1
12875,Barry,1
12887,Barry,1
12888,Nelson,1
12890,Nelson,5
12893,Barry,1
12895,YPA,1
12896,Stockdale,1
12898,Stockdale,5
12902,Stockdale,1
12915,Buxton,1
12917,RT,4
12924,Buxton,5
12940,Kay,2
12941,Jellis,1
12943,hockingstuart,1
12945,Jellis,1
12946,Noel,1
12949,Woodards,1
12956,Jellis,2
12957,hockingstuart,1
12960,Jellis,2
12966,R&H,1
12974,hockingstuart,5
12980,Jellis,4
12984,Kay,2
12991,Marshall,1
12999,Fletchers,5
13004,Jellis,1
13005,Noel,1
13007,Nelson,1
13016,Jellis,1
13019,Miles,1
13022,Haughton,1
13023,Barry,5
13025,Barry,1
13026,hockingstuart,1
13034,Mandy,5
13041,Barry,2
13044,Miles,2
13050,Jellis,2
13061,Jellis,4
13062,Miles,4
13066,Ray,1
13070,Nelson,1
13071,Brad,1
13072,Nelson,1
13074,Nelson,1
13079,Harcourts,5
13094,Jellis,3
13096,hockingstuart,1
13098,McGrath,1
13103,Marshall,4
13105,Marshall,3
13107,Noel,1
13115,Hall,1
13128,Jellis,1
13129,Nelson,2
13134,Village,5
13135,hockingstuart,5
13136,Village,5
13146,Burnham,1
13148,Biggin,1
13149,Pagan,1
13152,Biggin,5
13154,hockingstuart,1
13159,Marshall,4
