age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Class
8,5,10617,15,9,4,5,3,4,1,0,0,39,38,0
23,2,10292,15,9,2,11,0,4,1,0,0,59,32,0
35,4,10928,11,8,0,4,1,4,1,0,0,24,38,0
31,2,7628,11,8,6,6,4,4,0,0,0,35,38,0
20,2,15593,8,10,4,11,4,2,0,0,0,5,38,0
19,2,13300,11,8,2,11,0,4,1,0,0,49,38,0
16,2,3882,8,10,2,13,0,4,1,0,0,39,38,0
19,1,10700,11,8,2,0,5,4,0,0,0,39,38,1
7,2,18519,9,12,4,0,1,4,1,0,0,9,38,0
25,1,2220,11,8,0,4,1,4,1,0,0,39,38,0
18,3,2008,7,11,4,11,3,4,1,0,0,39,38,0
23,0,13430,11,8,0,0,4,4,0,0,0,21,38,0
33,3,3984,14,14,2,9,0,1,1,0,0,39,18,0
23,2,9138,12,13,2,3,0,4,1,0,0,49,38,1
40,3,11502,11,8,2,3,0,4,1,0,0,39,38,0
34,1,8884,11,8,2,13,0,4,1,0,0,39,38,1
44,0,14112,11,8,4,0,4,4,0,0,0,34,32,0
54,2,8141,11,8,6,11,4,4,0,0,0,19,38,0
30,2,8776,11,8,2,2,0,4,1,0,0,39,38,1
21,2,5011,9,12,4,7,2,4,0,0,0,44,38,0
8,2,16147,9,12,4,11,1,4,1,0,0,64,38,0
16,2,20033,1,6,2,5,0,4,1,0,0,49,38,0
23,5,19777,1,6,0,13,4,4,0,0,0,51,38,0
12,2,8860,11,8,2,0,5,4,0,41,0,39,38,0
16,2,1678,11,8,4,2,1,4,1,0,0,39,38,0
29,2,8468,15,9,4,0,3,2,0,0,0,35,38,0
7,2,1512,11,8,2,11,5,4,0,0,0,39,38,1
11,2,13759,12,13,4,3,1,3,1,0,0,29,4,0
3,2,11714,11,8,4,2,1,4,1,0,0,39,38,0
17,2,1241,15,9,0,5,4,4,0,0,0,39,38,0
17,5,9909,9,12,2,0,0,4,1,0,0,54,38,0
8,2,12944,15,9,4,0,4,2,0,0,0,39,38,0
19,2,14251,9,12,2,12,0,4,1,0,0,39,38,0
44,2,9414,11,8,2,6,0,4,1,0,0,39,38,0
21,2,9553,15,9,5,7,1,4,0,0,0,57,38,0
40,2,17058,11,8,6,7,2,4,0,0,33,24,38,0
39,2,5917,11,8,2,7,5,4,0,0,0,9,38,0
7,2,13815,9,12,4,3,1,4,0,0,0,39,38,0
43,2,6953,15,9,0,11,1,4,0,0,0,47,38,0
20,2,7363,15,9,2,3,0,4,1,0,0,49,38,0
10,2,10193,15,9,2,13,0,4,1,0,0,39,38,1
37,2,15504,15,9,5,7,1,4,1,0,0,27,3,0
23,2,2309,11,8,2,7,0,1,1,0,0,29,2,0
1,2,8422,2,7,4,7,3,4,1,0,0,14,38,0
34,0,6552,11,8,2,0,0,4,1,0,0,39,38,1
23,4,17789,15,9,2,12,0,4,1,0,0,49,38,1
47,0,8108,11,8,2,9,0,4,1,0,0,7,38,0
7,2,8265,11,8,4,7,1,4,0,24,0,39,38,0
16,2,4146,11,8,2,12,5,2,0,0,0,37,38,0
14,2,3418,11,8,0,3,4,4,0,0,0,39,38,0
9,1,14790,11,8,2,10,0,4,1,49,0,39,38,1
37,2,7620,9,12,4,0,1,4,0,104,0,39,38,1
14,2,15099,3,1,4,5,1,4,1,0,0,36,25,0
5,2,6629,15,9,4,12,3,4,1,0,0,39,38,0
14,2,13927,15,9,4,2,1,4,1,0,0,39,38,0
51,2,5494,4,2,5,7,1,4,1,0,0,11,21,0
42,0,9460,0,5,0,7,1,4,0,0,0,36,38,0
18,4,2475,11,8,2,2,0,4,1,41,0,44,38,0
8,2,8746,9,12,4,0,3,4,1,0,0,39,38,0
6,2,9766,11,8,4,2,4,4,1,0,0,39,38,0
18,2,9838,15,9,0,3,4,4,1,0,0,59,38,0
0,5,9761,0,5,4,7,3,4,1,0,0,29,38,0
2,2,1224,15,9,4,5,1,4,1,0,0,44,38,0
36,2,7448,12,13,2,3,0,4,1,0,50,54,38,1
42,2,13081,4,2,0,6,4,4,0,0,0,39,38,0
20,2,12032,11,8,4,0,3,4,0,0,0,36,38,0
57,4,1138,11,8,6,7,1,4,1,0,0,19,38,0
11,2,16843,15,9,4,13,1,4,1,0,0,49,38,0
23,2,2669,9,12,4,0,1,4,1,0,0,39,38,0
3,2,9957,15,9,4,7,3,2,1,0,0,39,38,0
63,2,7160,14,14,2,9,0,4,1,0,0,34,38,1
34,2,2786,11,8,2,6,0,2,1,0,0,39,38,0
0,2,6784,0,5,4,11,3,4,1,0,0,14,38,0
20,0,1351,9,12,2,9,0,4,1,0,0,39,38,0
41,2,2744,11,8,4,7,1,4,1,0,0,39,38,0
40,2,13115,15,9,2,2,0,4,1,0,0,39,38,0
20,2,7965,15,9,0,6,1,4,1,0,0,39,38,0
6,0,991,15,9,4,2,4,0,1,0,0,39,38,0
19,2,9975,9,12,4,0,1,4,0,0,0,31,3,0
16,2,15649,11,8,2,2,0,4,1,0,0,39,38,0
13,2,324,15,9,2,11,5,4,0,0,0,39,38,0
13,2,814,11,8,4,0,4,4,0,0,0,23,38,0
24,2,17682,14,14,2,9,0,4,1,117,0,64,38,1
6,2,5405,11,8,4,11,3,4,1,0,0,39,38,0
23,2,4055,14,14,4,9,1,4,0,104,0,49,38,1
36,2,7451,11,8,6,0,1,2,0,0,0,39,38,0
14,5,5441,15,9,4,12,1,4,1,0,0,12,38,0
19,2,10024,11,8,4,0,2,4,1,0,0,39,38,0
13,2,15095,2,7,0,7,1,4,0,0,0,39,38,0
27,2,10627,11,8,2,10,0,4,1,0,0,39,1,0
19,2,1262,11,8,4,7,3,4,1,0,0,39,38,0
25,2,10921,7,11,2,9,0,4,1,0,0,39,38,1
31,4,15026,11,8,2,2,0,4,1,0,0,29,28,0
5,2,5039,9,12,4,9,3,4,1,0,0,39,38,0
21,2,5344,11,8,2,6,0,4,1,0,0,39,38,0
14,2,19752,11,8,4,2,1,4,1,0,0,49,38,0
15,2,4210,11,8,0,7,3,4,1,24,0,39,38,0
18,2,18149,11,8,2,5,0,2,1,0,0,39,38,0
4,2,10420,15,9,4,11,3,4,1,0,0,42,38,0
9,2,15611,11,8,2,6,0,4,1,0,0,39,38,0
2,1,1559,11,8,4,0,3,2,0,0,0,39,38,0
26,2,13068,11,8,1,2,5,2,0,0,0,41,38,1
16,2,13018,11,8,2,2,0,4,1,0,0,59,38,0
13,2,1801,9,12,4,2,3,4,1,0,0,9,38,0
35,2,11237,0,5,2,13,0,4,1,0,0,44,38,0
21,1,12054,9,12,2,3,0,4,1,0,0,39,38,1
11,2,10951,9,12,2,3,0,4,1,0,0,45,38,1
40,4,6443,7,11,2,7,0,4,1,0,0,39,19,0
34,2,4545,9,12,2,9,0,4,1,0,0,49,38,1
33,2,4334,6,4,2,6,0,4,1,0,0,47,38,0
15,2,17941,9,12,2,3,0,1,1,0,0,49,2,1
15,2,19246,9,12,2,9,0,4,1,0,75,47,38,1
20,2,5700,11,8,2,2,0,4,1,0,0,39,38,0
52,4,18426,11,8,2,11,0,4,1,0,0,32,38,0
20,2,14366,15,9,2,11,0,4,1,0,0,49,10,1
19,2,3649,15,9,4,0,1,4,1,35,0,39,38,0
30,4,15785,11,8,2,13,0,4,1,0,0,44,38,1
46,2,14508,0,5,2,13,0,4,1,0,0,39,38,0
4,2,1194,15,9,4,0,1,4,1,0,0,64,38,0
0,2,16032,11,8,4,7,2,4,1,0,0,34,25,0
39,2,11289,11,8,5,2,4,4,1,0,0,39,38,0
71,1,10652,7,11,2,0,0,1,1,0,0,19,29,0
10,2,7981,15,9,0,0,1,4,0,0,0,37,38,0
21,2,20194,11,8,0,0,4,4,0,0,0,19,38,0
16,2,3344,7,11,2,9,0,4,1,0,0,49,38,0
9,2,716,11,8,4,3,1,4,0,0,0,39,38,0
3,2,8835,15,9,4,7,3,4,0,0,0,34,38,0
25,2,14198,1,6,2,13,0,4,1,0,0,39,38,0
38,2,86,11,8,0,3,1,4,0,0,0,39,38,0
15,5,19677,15,9,2,9,5,2,0,0,0,39,38,0
49,2,8804,9,12,2,11,0,4,1,110,0,39,38,1
49,1,18960,10,15,0,9,1,4,0,51,0,39,38,0
32,2,289,15,9,0,7,1,4,0,0,0,39,38,0
17,2,8185,11,8,0,10,1,2,1,0,0,44,38,0
21,2,1785,9,12,2,3,0,4,1,0,0,49,38,1
23,3,3771,11,8,2,3,0,4,1,0,0,39,38,0
5,0,12699,7,11,4,7,3,4,1,0,0,19,38,0
29,4,7754,11,8,2,13,0,4,1,0,0,39,38,0
12,2,9078,11,8,2,6,0,4,1,0,0,49,38,0
2,2,344,2,7,4,5,3,0,1,0,0,19,38,0
20,1,2613,9,12,0,9,4,4,0,8,0,34,38,0
35,1,14603,12,13,4,9,1,4,1,0,0,31,38,1
10,2,10830,12,13,4,0,1,4,0,0,0,45,38,0
35,2,6515,11,8,2,13,5,4,0,0,0,39,38,0
14,2,10688,11,8,4,2,3,4,1,66,0,39,38,0
20,3,4486,15,9,2,2,0,4,1,0,0,49,38,1
11,2,2649,11,8,4,5,1,4,1,0,0,39,38,0
8,2,15484,5,3,2,2,0,4,1,0,0,39,25,0
14,2,1834,15,9,2,0,0,4,1,0,0,49,38,0
12,2,362,11,8,2,2,0,4,1,0,0,39,38,0
28,2,3803,11,8,6,0,4,4,0,0,0,34,38,0
52,2,1057,5,3,2,7,0,4,1,0,0,19,38,0
33,2,5114,1,6,2,6,0,2,1,0,0,39,38,0
37,5,17451,10,15,2,9,0,4,1,0,0,45,8,1
0,2,8475,6,4,4,7,3,4,0,0,0,19,38,0
17,2,7987,11,8,4,12,3,1,1,104,0,34,2,1
6,2,12204,15,9,4,6,3,4,1,0,0,39,38,0
49,2,12040,9,12,2,9,0,4,1,0,0,44,38,1
44,2,16144,11,8,2,2,0,4,1,0,0,39,38,0
38,2,7725,15,9,0,6,1,4,0,0,0,39,38,0
7,2,16542,11,8,4,5,1,4,1,0,0,39,38,0
13,2,7207,11,8,0,11,4,4,1,8,0,29,38,0
32,2,7742,8,10,0,3,1,4,1,0,0,44,38,1
39,3,8446,11,8,2,11,0,4,1,0,0,49,38,1
8,2,2894,11,8,2,11,0,4,1,0,0,39,38,0
32,2,8577,9,12,0,10,1,4,1,0,0,39,38,0
41,2,7599,9,12,2,12,0,4,1,0,0,39,38,1
23,0,8933,9,12,4,0,1,4,1,0,0,39,32,0
45,2,14924,12,13,0,9,1,4,0,0,0,44,38,0
37,2,15449,9,12,2,12,0,4,1,0,0,24,38,1
17,4,608,8,10,4,7,2,4,0,0,0,39,38,0
1,2,5666,0,5,4,2,3,4,1,0,0,29,38,0
15,2,8543,11,8,2,11,0,1,1,0,0,39,16,0
5,1,1409,9,12,4,9,1,4,0,0,0,34,38,0
17,5,15266,9,12,4,9,1,4,1,0,0,47,38,0
30,2,18274,11,8,2,7,0,4,1,0,0,39,25,0
2,2,10989,15,9,4,11,3,4,0,0,0,39,38,0
24,3,7323,15,9,2,3,0,4,1,0,75,54,38,1
29,2,10532,15,9,2,7,5,4,0,76,0,39,38,0
39,4,12821,5,3,0,11,2,4,1,0,0,19,25,0
25,2,5505,11,8,0,6,1,2,0,0,0,39,38,0
8,2,2470,9,12,4,9,3,4,0,0,71,34,38,0
25,2,4797,11,8,2,0,0,4,1,0,0,49,38,0
26,2,8880,9,12,0,9,1,4,0,105,0,39,38,1
0,2,12768,1,6,4,11,3,4,0,0,25,11,38,0
40,4,673,5,3,2,2,0,4,1,0,0,39,38,1
23,2,9921,12,13,2,3,0,4,1,0,0,49,38,1
45,1,598,11,8,6,7,1,4,0,0,0,39,1,0
3,2,11691,15,9,4,0,3,4,1,0,0,15,38,0
30,2,9882,15,9,2,13,0,4,1,0,0,49,38,0
23,2,2510,15,9,2,3,0,4,1,0,0,39,38,0
31,2,3227,9,12,2,2,0,4,1,0,0,54,38,0
22,3,663,8,10,2,4,0,4,1,0,0,59,38,1
29,1,18794,15,9,2,2,0,2,1,0,0,39,38,1
55,3,9036,14,14,2,9,0,4,1,117,0,49,38,1
36,2,17173,11,8,2,6,0,4,1,0,0,29,38,0
30,0,13502,15,9,2,5,0,4,1,0,0,39,38,1
23,4,1200,11,8,0,2,1,4,1,0,0,44,1,0
17,2,3730,11,8,5,13,1,1,1,0,0,39,38,0
24,2,13454,11,8,4,0,3,4,1,0,0,39,38,0
24,2,2452,11,8,2,2,0,4,1,0,0,39,38,0
3,2,18238,15,9,4,5,3,4,1,0,0,34,38,0
37,1,14560,9,12,4,9,1,4,1,0,0,49,38,0
22,3,12476,9,12,2,9,5,4,0,0,0,39,38,0
20,2,9047,11,8,0,6,1,4,1,0,0,39,38,0
42,2,3267,10,15,2,11,0,4,1,0,0,39,38,0
52,2,6621,4,2,2,0,0,4,1,16,0,39,38,0
7,2,15906,9,12,4,9,3,2,0,0,0,34,38,0
19,2,9959,8,10,2,6,0,4,1,49,0,39,38,1
3,2,6063,15,9,5,2,1,4,1,0,0,39,38,0
9,4,12031,8,10,4,7,1,4,0,0,0,34,38,0
31,2,14612,2,7,6,5,4,4,0,0,0,49,38,0
22,3,14647,14,14,2,9,0,4,1,0,47,49,38,1
4,2,9452,7,11,4,7,3,4,0,0,0,17,38,0
5,2,15772,11,8,4,3,2,4,0,0,0,41,10,0
17,2,10044,8,10,0,9,4,4,0,0,0,39,38,0
16,2,17635,15,9,2,3,0,4,1,0,0,44,38,1
29,2,13258,6,4,2,6,0,4,1,0,0,39,12,0
30,2,16157,1,6,2,2,0,4,1,90,0,39,38,1
48,2,7264,9,12,2,3,0,4,1,0,0,39,38,1
6,2,11221,11,8,2,5,0,4,1,0,0,39,38,0
11,2,2131,15,9,4,7,1,4,0,0,0,29,38,0
17,4,279,11,8,0,3,1,4,1,0,0,59,38,1
3,2,4792,15,9,4,7,1,4,1,0,0,39,38,0
11,2,6523,1,6,4,0,1,4,1,0,0,39,38,0
35,3,6452,9,12,2,3,0,4,1,0,0,59,38,0
23,5,10073,12,13,2,9,5,1,0,0,0,37,2,1
5,2,15295,9,12,4,3,3,4,0,0,0,6,38,0
12,3,5985,11,8,2,3,0,4,1,0,0,44,38,0
14,4,19156,5,3,2,9,0,4,1,0,0,59,38,0
25,0,1537,12,13,2,9,0,4,1,0,47,39,38,1
21,2,6982,11,8,4,2,4,2,0,0,0,39,38,0
5,2,14146,1,6,2,6,0,4,1,0,0,68,38,1
26,2,19898,6,4,2,3,0,4,1,0,0,39,25,0
26,3,11753,9,12,2,3,0,4,1,0,0,49,38,1
16,2,8011,15,9,2,3,0,4,1,0,0,49,38,0
0,3,17790,0,5,4,7,3,2,1,0,0,34,38,0
37,4,9081,14,14,2,9,0,4,1,78,0,49,38,1
28,2,10504,11,8,0,0,4,4,0,0,0,39,38,0
38,1,16654,0,5,2,2,0,4,1,0,0,44,38,0
34,4,4545,11,8,2,13,0,4,1,0,0,34,38,1
48,0,17788,0,5,0,2,4,4,1,0,0,39,38,0
4,2,6806,9,12,4,9,3,1,0,0,0,44,38,0
23,2,17310,11,8,6,7,4,2,0,0,0,39,38,0
41,2,4001,15,9,4,0,1,2,0,0,0,36,38,0
36,0,997,11,8,6,3,1,4,0,0,0,57,38,0
22,2,10471,12,13,2,9,0,4,1,0,44,49,38,1
39,1,15902,11,8,2,7,0,4,1,0,0,39,38,0
20,2,5536,15,9,2,0,0,4,1,0,0,49,38,0
27,2,808,9,12,2,2,0,4,1,0,0,39,38,0
32,2,6794,6,4,5,5,3,4,1,0,0,37,38,0
19,2,10491,15,9,2,6,0,1,1,0,0,49,38,1
42,3,1539,9,12,2,2,0,4,1,0,0,59,38,0
16,2,3957,11,8,0,0,3,4,0,0,0,39,38,0
19,2,10298,14,14,4,3,1,4,1,114,0,49,38,1
9,2,11139,15,9,2,3,5,4,0,0,0,24,38,0
5,2,7733,0,5,4,11,1,4,0,0,40,24,38,0
8,2,13103,12,13,4,0,3,4,1,0,0,39,38,0
11,2,4274,15,9,2,0,5,4,0,0,0,14,38,0
24,2,13714,7,11,0,0,4,4,0,0,0,37,38,0
28,2,11978,8,10,2,4,0,4,1,0,0,68,38,0
26,2,6401,11,8,2,5,0,4,1,0,0,39,38,0
13,2,15654,6,4,4,5,4,2,1,0,0,39,38,0
16,2,6305,11,8,3,2,4,4,1,0,0,49,38,0
17,2,17913,15,9,2,0,0,4,1,0,0,39,38,0
4,2,3109,8,10,4,7,1,4,1,0,0,29,38,0
14,2,12029,9,12,2,11,0,4,1,0,47,44,38,1
31,2,17518,4,2,2,13,0,4,1,0,0,39,38,0
5,2,3855,15,9,4,0,3,4,0,0,0,19,38,0
30,2,14476,15,9,0,11,4,4,0,0,0,59,38,0
10,2,2384,9,12,4,12,1,1,0,0,0,39,29,0
1,2,4827,1,6,4,5,1,4,1,0,0,24,38,0
26,2,7288,12,13,2,9,0,4,1,0,0,39,38,1
19,2,1141,15,9,6,11,1,4,0,0,0,19,38,0
20,0,19503,11,8,0,2,1,4,1,0,0,39,38,0
7,2,10201,8,10,4,2,3,4,1,0,0,19,38,0
7,2,19164,11,8,4,13,1,4,1,0,0,39,38,0
21,2,844,9,12,2,7,0,4,1,63,0,68,38,0
31,2,15064,9,12,2,3,0,2,1,0,0,39,38,1
58,2,11054,3,1,2,7,2,2,0,0,0,15,38,0
26,4,610,9,12,0,9,1,4,1,0,0,68,38,1
47,2,1238,9,12,0,3,1,4,0,0,0,49,38,0
19,2,18602,11,8,0,11,1,4,0,0,0,39,38,0
36,2,7864,15,9,2,12,0,4,1,0,0,39,38,0
5,2,7483,15,9,4,9,1,2,1,0,0,19,38,0
56,4,5948,11,8,4,7,1,4,0,0,0,35,38,0
29,2,9143,11,8,0,0,1,4,0,0,0,39,38,0
28,2,18720,11,8,2,2,0,4,1,76,0,39,38,0
26,2,10109,11,8,2,2,0,4,1,0,0,39,38,1
3,2,1429,11,8,4,0,3,2,1,0,0,19,38,0
26,0,3730,15,9,0,5,1,1,1,0,0,39,38,0
23,2,6950,11,8,5,11,4,2,0,0,0,24,38,0
19,2,6306,9,12,2,9,0,4,1,0,0,39,38,1
47,3,6693,9,12,0,11,1,4,1,0,0,44,38,0
29,2,5731,15,9,2,9,0,4,1,78,0,37,38,1
29,1,5523,12,13,0,3,4,4,0,0,0,64,38,1
24,1,10931,9,12,4,9,1,4,0,0,0,68,38,0
11,2,2113,15,9,4,0,2,4,0,0,0,39,38,0
6,2,1930,15,9,2,11,0,4,1,0,0,44,38,0
13,0,16922,9,12,4,10,1,4,0,0,0,59,38,1
27,2,12268,9,12,3,0,1,4,0,0,0,39,4,0
10,2,15796,11,8,2,13,0,4,1,0,0,44,38,1
8,2,7921,11,8,4,7,4,4,0,0,0,33,38,0
12,2,6196,0,5,2,2,0,4,1,0,0,39,38,0
37,2,5439,11,8,2,6,0,4,1,0,0,39,30,1
10,2,16186,9,12,4,4,1,4,1,0,0,64,38,0
17,2,2062,11,8,2,2,0,4,1,0,0,34,38,0
21,2,2334,15,9,2,11,0,4,1,0,0,49,38,0
39,2,18608,12,13,2,9,5,4,0,0,0,39,38,1
18,3,10316,11,8,2,11,0,4,1,0,0,61,38,0
6,2,9326,15,9,4,2,1,4,1,0,0,39,38,0
2,2,10675,15,9,4,11,3,2,0,0,0,19,38,0
25,2,2910,14,14,2,9,0,4,1,90,0,34,38,1
29,2,17914,9,12,2,3,0,4,1,107,0,44,38,1
10,2,7255,11,8,4,11,1,4,1,0,0,39,32,0
32,3,17930,15,9,2,11,0,4,1,0,0,68,38,1
6,2,6327,15,9,4,7,3,4,1,0,0,19,38,0
7,2,12038,11,8,4,7,3,4,1,0,0,39,38,0
17,2,17780,11,8,4,6,3,1,1,0,0,39,2,0
8,0,18776,11,8,4,13,3,4,1,0,0,39,38,0
16,4,3907,15,9,2,2,0,4,1,0,0,49,38,0
5,2,4122,7,11,4,0,3,4,0,0,0,26,38,0
37,1,8259,11,8,4,0,1,4,0,0,0,29,38,0
22,3,16629,12,13,4,9,1,4,0,0,0,39,38,0
8,2,5444,9,12,4,9,1,4,0,0,0,39,38,0
58,3,5605,11,8,2,0,0,4,1,0,0,25,38,0
11,4,16302,11,8,4,6,2,2,1,0,0,29,38,0
33,2,6176,9,12,0,11,1,4,0,0,0,49,38,0
45,4,2254,9,12,2,2,0,4,1,0,0,54,38,1
23,2,2449,11,8,2,6,0,4,1,0,0,39,38,0
41,1,13156,9,12,4,9,1,4,0,0,0,36,38,0
7,0,5737,7,11,2,3,5,4,0,0,0,39,38,0
4,2,9805,11,8,4,7,2,4,0,0,0,29,38,0
23,2,2973,9,12,2,3,0,4,1,107,0,49,38,1
28,2,18226,8,10,2,9,0,4,1,0,47,41,38,1
31,2,9177,11,8,2,3,0,4,1,0,0,59,38,0
17,2,18299,11,8,4,13,1,4,1,0,0,68,38,0
6,2,7282,11,8,4,8,4,3,0,0,0,39,12,0
26,1,12740,12,13,4,3,1,4,0,99,0,49,38,1
25,1,12085,15,9,4,2,1,4,1,0,0,39,38,0
22,4,18272,9,12,2,9,0,4,1,107,0,49,23,1
35,3,2489,11,8,2,4,0,4,1,0,0,59,38,0
39,4,18608,9,12,4,3,1,4,0,0,0,59,38,0
31,0,8603,11,8,2,0,5,4,0,0,0,39,38,1
20,4,18517,11,8,0,3,1,1,0,0,0,68,34,1
8,2,1467,11,8,2,2,0,4,1,0,0,34,38,0
23,2,18769,9,12,2,5,3,4,1,0,0,39,38,1
17,2,19295,1,6,4,6,3,2,1,0,0,44,38,0
35,2,459,11,8,0,7,1,4,1,0,0,39,38,0
24,2,4143,9,12,2,12,0,4,1,0,47,41,38,1
19,1,11142,11,8,4,7,1,4,1,0,0,39,38,0
4,2,5128,8,10,4,2,3,4,1,0,18,39,38,0
11,2,17118,9,12,4,9,1,4,0,0,0,39,38,0
3,2,2946,15,9,4,0,3,4,1,0,0,8,8,0
51,2,8371,11,8,2,9,0,4,1,0,0,39,21,1
18,2,14564,11,8,2,13,0,4,1,0,0,39,38,0
15,2,20243,11,8,4,6,3,2,1,0,0,39,38,0
47,2,6198,12,13,2,3,0,4,1,0,0,49,38,1
0,2,15619,0,5,4,5,3,4,0,0,0,22,38,0
8,2,6473,9,12,4,9,1,4,1,0,0,19,38,0
14,2,15035,8,10,2,6,0,4,1,0,0,39,3,0
34,5,19765,10,15,2,3,0,4,1,90,0,39,38,1
50,2,9881,11,8,2,11,0,4,1,0,0,9,38,0
25,2,19254,11,8,4,2,1,4,1,52,0,39,38,0
12,2,4161,11,8,4,7,1,4,1,0,0,39,38,0
14,2,15665,11,8,2,6,0,2,1,0,0,39,38,0
4,2,6001,11,8,2,2,0,4,1,0,0,36,38,0
50,2,16164,0,5,2,13,0,4,1,0,0,15,38,0
24,5,18769,11,8,0,10,1,4,1,0,0,39,38,1
10,2,12322,9,12,4,12,1,4,0,0,0,35,38,0
34,2,3551,2,7,0,13,4,4,1,0,0,49,38,0
11,2,15950,11,8,2,2,0,4,1,0,0,45,38,0
4,2,16209,15,9,4,2,3,4,1,0,0,39,38,0
11,2,19066,8,10,2,6,0,4,1,0,0,39,38,1
12,2,5710,11,8,2,7,0,4,1,0,0,34,38,0
22,3,8673,11,8,2,3,0,4,1,0,0,68,38,0
4,2,8178,9,12,4,0,1,4,1,0,0,39,3,0
26,2,18888,8,10,2,2,0,4,1,0,0,39,38,0
27,4,16168,11,8,4,2,1,4,1,105,0,39,38,1
11,2,15133,1,6,2,13,0,4,1,0,0,49,38,0
14,2,4525,6,4,4,11,1,4,1,0,0,42,38,1
10,2,6961,15,9,2,0,5,0,0,0,0,44,38,0
17,5,12717,15,9,2,10,0,4,1,0,0,39,38,0
8,2,15574,11,8,4,12,1,4,1,0,0,39,38,0
17,2,18329,9,12,2,12,0,4,1,0,0,39,8,0
26,1,11723,11,8,2,2,0,4,1,93,0,39,38,1
23,3,579,12,13,2,2,0,4,1,0,0,49,38,0
4,2,12487,11,8,4,7,4,2,0,0,0,34,38,0
8,2,20262,15,9,0,3,4,4,0,0,0,24,38,0
4,2,167,11,8,4,0,1,4,0,0,0,39,38,0
2,4,13545,15,9,4,13,3,4,1,0,0,29,38,0
32,3,1182,7,11,2,2,0,4,1,0,0,39,38,1
3,2,937,15,9,4,7,3,4,1,0,0,19,38,0
19,2,2982,1,6,2,13,0,4,1,0,0,46,38,0
15,2,18840,15,9,5,3,4,2,0,0,0,39,38,0
6,2,12687,15,9,4,0,3,4,1,0,0,31,38,0
4,2,6001,15,9,4,11,3,4,1,0,0,9,38,0
8,2,1863,9,12,4,3,3,4,1,0,0,39,38,0
7,2,12752,9,12,4,11,3,4,0,0,0,39,38,0
5,2,18493,15,9,4,9,4,4,0,0,0,19,38,0
9,2,6691,11,8,2,7,5,4,0,0,0,39,25,0
5,2,8354,6,4,4,6,4,4,1,0,0,39,12,0
24,1,1310,9,12,2,10,0,4,1,0,0,39,38,1
1,2,19350,11,8,2,0,5,4,0,0,0,39,38,0
7,2,13398,9,12,4,11,3,4,1,0,0,39,38,0
21,2,10316,11,8,2,2,0,4,1,0,37,47,38,0
19,2,17699,9,12,4,0,1,4,0,0,0,16,38,0
28,1,10399,12,13,0,9,3,4,0,0,0,54,38,0
21,1,19413,15,9,2,12,0,4,1,0,0,39,38,1
21,2,1015,11,8,2,2,0,4,1,0,0,49,38,1
17,4,476,11,8,4,4,1,4,1,0,0,39,38,0
36,1,14292,7,11,4,0,1,2,1,0,0,39,38,0
15,2,11112,8,10,2,9,5,4,0,0,0,39,38,1
0,2,13637,1,6,4,11,3,2,0,0,0,29,38,0
28,5,13051,9,12,2,3,0,4,1,90,0,39,38,1
14,1,11331,11,8,2,10,0,4,1,0,0,47,38,0
30,5,2595,10,15,2,9,0,4,1,0,0,44,38,0
10,2,8482,11,8,4,11,1,4,1,0,0,49,38,0
44,0,1875,15,9,2,0,5,4,0,0,0,29,38,0
16,2,5570,11,8,2,13,0,4,1,0,0,39,38,0
50,2,4027,11,8,5,6,2,4,0,0,0,39,38,0
21,2,2827,9,12,5,2,1,4,1,0,0,39,38,0
8,2,5269,11,8,0,11,4,4,0,0,0,39,38,0
16,1,15982,4,2,4,7,4,3,0,0,0,39,7,0
10,2,15052,11,8,2,0,5,4,0,0,0,39,38,0
28,2,19040,11,8,2,2,0,4,1,0,0,59,38,1
7,2,16433,9,12,4,0,2,1,0,0,0,39,35,0
6,2,15987,8,10,4,12,1,4,1,0,0,39,38,0
31,2,9996,15,9,0,0,4,4,0,0,0,39,38,0
44,0,6324,15,9,2,0,0,4,1,0,0,39,38,1
5,2,4220,11,8,4,9,3,4,0,0,0,19,38,0
17,2,9049,8,10,0,12,4,4,0,0,0,39,38,0
15,2,359,11,8,2,6,0,4,1,78,0,39,38,1
18,0,951,15,9,0,0,1,4,0,0,0,49,38,0
19,2,8714,0,5,4,2,1,4,1,0,0,39,38,0
7,2,19563,11,8,4,3,4,4,1,0,0,39,38,0
43,2,5009,6,4,2,2,0,4,1,0,0,39,38,0
47,2,2181,11,8,0,2,4,4,1,0,0,19,38,0
5,2,18903,11,8,4,11,4,4,0,0,0,34,38,0
10,2,16543,4,2,4,8,1,4,0,0,0,64,8,0
19,5,7058,15,9,0,13,1,4,1,0,0,59,38,0
10,2,6541,11,8,4,11,4,2,0,0,0,29,38,0
35,2,4630,15,9,6,11,1,4,0,0,0,39,38,0
40,4,15752,11,8,2,4,0,4,1,0,0,44,38,0
6,2,15420,15,9,4,0,1,1,1,0,0,23,39,0
12,4,6715,11,8,2,6,0,4,1,0,0,39,38,0
17,2,16454,11,8,4,13,1,2,1,0,0,76,38,0
21,2,19034,11,8,4,7,4,2,0,0,0,29,38,0
33,4,12310,11,8,2,4,0,4,1,0,0,79,38,1
33,2,11122,1,6,2,13,0,4,1,0,0,39,38,0
